time,description,camp
2026-06-05 21:30,"Lying on the Floor: Yin + Sound Bath. Come lie on the floor with us! This Yin and sound bath session will ground you and then energize you for the night ahead. The facilitator has a special gift for the first 5 attendees - space is limited, so come early!",Portal Lounge
2026-06-05 21:30,Small Top Booze Bar. Small Top Booze Bar: Get your boogie on under the big top. Music and curious circus shenanigans.,Big Top Rouge
2026-06-05 21:30,14 flamingos. Long legged and glorious musical melodies to make sweet silly movement to,Tune Town Stage
2026-06-05 21:30,"Live Sword Combat. Live Sword Combat: Come bask in the glory of people hitting each other with real ass weapons, interspersed with the screaming of whatever random hippies we can sucker into joining in as well.",Campocalypse
2026-06-05 21:30,Muskrat Meadows. Muskrat Meadows: Stoner Rock/ Metal Band Plays Campocalypse!,Campocalypse
2026-06-05 21:30,"Cosmic Galaxy. Cosmic Galaxy: Check out Cosmic after dark for a highly interactive, out of this world experience!",Cosmic Flow Camp
2026-06-05 21:30,"Family Movie Night Under The Stars. Family Movie Night Under The Stars: Join us at the Low Bar Theater for family‑friendly animated short films under the stars. Bring a blanket, relax, and enjoy an outdoor movie night for all ages.",The Low Bar
2026-06-05 22:00,"Fun Never Sleeps. Fun Never Sleeps: Snoozers are losers so join us for all night beats from your favourite DJs’ favourite DJs! Playing a range of 140, Breaks, UKG & more Wubz that you luvz! Don’t wake up tomorow to find out you snossed and lost.",Badgers Hideout
2026-06-05 22:00,Cinnamon Roll Pancakes - Squirrel Style. Cinnamon Roll Pancakes - Squirrel Style: Late night cinnamon roll pancakes. Gooey goodness. BYOV.,Camp Squirrel
2026-06-05 22:00,Moonbean: Live Acid Sunset. Rock stars from both the past and future — Moonbean are a live hardware duo channeling cosmic synth-punk and psychedelic dancefloor energy.,Electric Circus
2026-06-05 22:00,"FFS- Fire, Flow, Spin. FFS- Fire, Flow, Spin: Do you like fire? Do you like when it’s twirled around whimsically to epic dance music? Seb and his crew have you sorted at Ironic Spin just after sunset on Friday.",Ironic Spin
2026-06-05 22:00,"Psychedelic Lounge. Psychedelic Lounge: A late-night listening lounge for dreamers and dancers. Drift in for relaxing psychedelic sounds, lights, and strange conversations.",Mahjong Camp
2026-06-05 22:00,SOP Valhalla (19+). SOP Valhalla (19+): Join us in our Tantric Tavern to explore your nauti side! Consent monitors on shift.,Nauti Norse
2026-06-05 22:00,Entrained (DJ Set). Entrained (DJ Set): Expect a sweet and crunchy house salad!,The Cottage
2026-06-05 22:00,Lost Puppies Meetup!. Lost Puppies Meetup!: Extrovert looking to adopt an introvert? Lost your friends? All of your friends imaginary? Join a roving gang of misfits as we travel the (Other) world. We will have quests and connection games. The real burn are the friends we made along the way @ Effigy,Effigy
2026-06-05 22:30,"Unhinged: A Nature Documentary Narrated By You!. Unhinged: Nature Docs Narrated by YOU: An improv comedy game where the audience narrates a short nature clip according to a theme picked out of a hat. Be your own attenborough! Come to participate, or just to lounge and laugh in the pud with your friends.",The Den
2026-06-05 22:30,"The Parlour of Dubious Decisions. The Parlour of Dubious Decisions: Late-night oracle parlour offering questionable guidance, suspicious prophecies, terrible advice, alter ego transformations, and dramatic exits. spirits say: Do it for the plot. After dark only.","Kitty Noir, The Gypsy Queen. Near the first gates at the very end of the road."
2026-06-05 22:40,Infinite Atom. I mean the name says it all this band is infinitely atomic,Tune Town Stage
2026-06-05 23:00,"Andfriends: Desert Disco Service. Cosmic House Music that sounds touched by human hands — live basslines, guitar solos, piano stabs & dub-soaked disco",Electric Circus
2026-06-05 23:00,Science Theatre. Science Theatre: Get your NERD on in our comfy lounge and enlarge your gray matter as your mind is blown by our classic science picks and flicks! Be there and be square!,NERRRRRDS
2026-06-05 23:00,"Sacred Feminine Lounge. Sacred Feminine Lounge: Space to connect with the sacred feminine- in-all-creation. *Please note: The lounge is open to all women (cis & trans), non-binary & gender fluid folks. Men (cis & trans) are welcome on Sunday.",OTHER Red Tent
2026-06-05 23:30,"The Phigs. The Phigs are a fire roasted rhythm and harmony sandwich, where the meat is the groove which behooves you to move your booty and perfectly prove that NOBODY can snooze til the music is through.",Tune Town Stage
2026-06-05 23:59,Space Rides!. Space Rides!: Space Rides are back for one night only! A unique sensory journey that will send you to the cosmos and beyond.,Cosmic Flow Camp
2026-06-06 0:00,MILFs and Cookies. If you know you know,Mary Poppin's Pop Up
2026-06-06 00:00,"HOMO FOMO Dim Sum Partayyyy. HOMO FOMO Dim Sum Partayyyy: Eat, Dance and Drink under the stars with the queers of Cathartic Cantina. Small bites with Big Gay Dance Party energy. Come out of the forest and shine brightly.",Cathartic Cantina
2026-06-06 00:00,Ballocifer the Angel of Breath. Ballocifer the Angel of Breath: Inhale the magic of ballocifer’s magical red balloons while they last,CLuG
2026-06-06 00:00,Warm Yr Bones. Warm Yr Bones: Bone broth in the Graveyard,Graveyard Camp
2026-06-06 00:00,Midnight Fried Rice @ Ironic Spin. Midnight Fried Rice @ Ironic Spin: The Iroinic Spinletts will be serving up some crispy fried rice to go along with some salty tunes at Ironic Spin.,Ironic Spin
2026-06-06 00:00,Expanded Cinema + Sound. Expanded Cinema + Sound: Analog film performance by Andream + melty beats by Transient,The Den
2026-06-06 00:00,"Late Night Vegan Mushroom Miso Ramen. Late Night Vegan Mushroom Miso Ramen: Come for fresh noods in a creamy vegan mushroom miso broth. BYO vessel & fork/ chopsticks. Have your ramen tarot read, embody a human noodle in the plounge, or commune with the interactive Celestial Ramen Bowl while you slurrrrp away your problems.",Camp UMAMI
2026-06-06 00:00,"Herbal Reflections. Herbal Reflections: An interactive herbal installation for self-guided plant meditation. Herbal inctures with plant cards and QR codes invite visitors to choose, taste, and tune inward to learn from each plant through reflection, writing, or drawing, shared or kept.",The Empress
2026-06-06 0:00,Fruit Stand: Booty House. ,Electric Circus
2026-06-06 0:01,24hr community knitting and crochet circle. Supplies provided. Work on own project or join Knitters vs Crocheters in longest scarf comp!,Yarnia
2026-06-06 00:30,"Moist Moon Gazing. Moist Moon Gazing: Dive into the cosmos! Peer through a telescope at the moon, sculptor of our tides and seas, and look to the stars and planets for signs of moist life beyond Earth.",Ripple Effect
2026-06-06 1:00,Daddy Dylan: Deep House. ,Electric Circus
2026-06-06 01:00,Sound Habitat Needle Exchange. Sound Habitat Needle Exchange: Straight Vinyl selections from some of your favorite camp djs. Bring your own needles!,Sound Habitat
2026-06-06 2:00,"Michael McCaffery: House & Deep Tech. Emerging from the depths of moistness, this legendary ancient Jellyfish DJ is gracing the Electric Circus Lounge to bring your first night of OW to a wet close.",Electric Circus
2026-06-06 02:22,"Reframing Art Project. Reframing Art Project: The Reframing Art Project invites you to revisit your younger self, star gaze & offer healing word hugs to your inner little one (Open 9am-2am - come by anytime)",Reframing
2026-06-06 03:00,Eat Miso. Eat Miso: Can’t remember when you last ate? Feel kinda icky but also like you couldn’t possibly stomach anything right now? We have the solution.,Badgers Hideout
2026-06-06 3:33,Salon Saloon After Hours. Feeling lucky? You might just stumble upon a top shelf haircut and a camp fire circle for the ages.,Salon Saloon
2026-06-06 04:28,"World Tree Within - Alchemy Dance. World Tree Within - Alchemy Dance: Join us to dance and breathe into your inner world tree - with breath, movement, energy arts & sound - we dance to heal. Within our central axis ,we can anchor in our pillar of light, Above & Below- harmonizing and centering into Sacred Union within.",Mother Tree
2026-06-06 6:00,A Shoes on Plounge by Picnic Party. Find Mouth👄 Keep your shoes on👄 Enter Mouth💋,MOUTH
2026-06-06 8:00,Fancy Feather Boutique. Come shake a tail feather and leave with a brand new outfit. Open daily from sun up to sundown,Flamingo Camp
2026-06-06 08:00,"Pizza Party by Secret Slice Soci- ety. Pizza Party by Secret Slice Soci- ety: We’re not sayin where, we’re not sayin when. But a certain deal might go down. Just show a little respect and you might get a taste.",Pizza Party by Secret Slice Society
2026-06-06 09:00,"Scramble of Scandal. Scramble of Scandal: Climb the dicks, find the clit - if you can. Touch it just right and the whole thing lights up! Burner hours- if lights are on, come climb! (19+ or with supervision to climb the wall, please)",Camp Wet Landing
2026-06-06 09:00,Espresso Bar & Home-baked Cookies. Espresso Bar & Home-baked Cookies: Come celebrate your very merry unbirthday with a flat white and a cookie,Curiouser & Curiouser Café
2026-06-06 09:00,"Go Fah-Coffee!. Go Fah-Coffee!: Strong coffee for the sleep-deprived, served with attitude, sarcasm and maybe a bit too much eye contact",Neon Valhalla
2026-06-06 09:00,"Conversation Ball Pit. Conversation Ball Pit: Pick a stranger, jump in the ball pit, pick up a ball & read the question, discover the answers to life, the universe and everything. And make a friend :)",Recovery House
2026-06-06 09:00,Wizards of the Roast. Partake in the most magical of potions: Coffee! Espresso and non-dairy milks to restore your HP.,Welcome to Arcadia
2026-06-06 09:30,"Stardust Kiddie Corral. Stardust Kiddie Corral: Lil’ spacegoers, join us at the Stardust Kids Corral for puppet shows, make- your-own balloon animals, face painting, and hobby horse races. Yeehaw! Parents - no drop n’ go!",Stardust Saloon
2026-06-06 09:50,Radio Taiso. Radio Taiso: A brief instructor- led exercise routine that has been practiced in Japan for nearly 100 years. It literally lasts for three minutes so don’t be late! Disclaimer: you’ll barely be damp at the end.,Flower Bower
2026-06-06 10:00,"Moisture Boarding. Moisture Boarding: Moisture on your face. Through a rag. You might think you’re drowning. This isn’t funny. We promise we’re not CIA…if we were, we’d have to tell you…",Camp Otherbo’r’d
2026-06-06 10:00,"Mmm, Gruel.... Mmm, Gruel...: We love the smell of oatmeal— err... GRUEL in the morning!",Camp Who Says Ni
2026-06-06 10:00,"Monarch of the Moment. Monarch of the Moment: Be crowned king/queen *ad tempus*, have your portrait drawn, and enact new laws in the kingdom! (Subject to beheading, dethroning, or uprising by other means)",Camp Who Says Ni
2026-06-06 10:00,Knighting Ceremony. Knighting Ceremony: Our most cherished and beloved vessel hath been lost! Become a Knight Who Says Ni and hunt for our most Holy Chalice!,Camp Who Says Ni
2026-06-06 10:00,Acroyoga and standing acroyoga intro workshop. Acroyoga and standing acroyoga intro workshop: Intro to standing acroyoga and acroyoga where you have 2 partners who learn to climb on eachother,Chai trance
2026-06-06 10:00,Saturday opening. Saturday opening: Disco Loco officially opens for the day,Disco Loco
2026-06-06 10:00,"Queer Stitch ‘n Bitch. Queer Stitch ‘n Bitch: What is a queer camp without fibre arts? Bring your knitting, crochet, cross stitch, embroidery project and your coffee/tea and wake up slowly with your fellow queers.",Dyke Chilling Park
2026-06-06 10:00,"The Free Bookstore is Open! with Kid’s Area. The Free Bookstore is Open! with Kid’s Area: All genres of books to browse and take home, cozy nature crafting corner, shaded kids play area, self serve herbal tea, kids dressups and DIY facepainting.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-06 10:00,"Deep Fried D-Holes. Deep Fried D-Holes: Waking up is better with a hot D. Hole! Come by for fresh made deep fried donut holes coated with cinnamon & sugar. Please enjoy our shady Café, & kiddos Trash Fence play area.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
